orderID,productID,productName,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry,unitPrice,quantity,discount
10535,11,Queso Cabrales,ANTON,4,00:00.0,00:00.0,00:00.0,1,15.64,Antonio Moreno Taquer�_a,Mataderos  2312,M̩xico D.F.,NULL,5023,Mexico,21,50,0.1
10536,12,Queso Manchego La Pastora,LEHMS,3,00:00.0,00:00.0,00:00.0,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany,38,15,0.25
10537,31,Gorgonzola Telino,RICSU,1,00:00.0,00:00.0,00:00.0,1,78.85,Richter Supermarkt,Starenweg 5,Gen̬ve,NULL,1204,Switzerland,12.5,30,0
10538,70,Outback Lager,BSBEV,9,00:00.0,00:00.0,00:00.0,3,4.87,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK,15,7,0
10539,13,Konbu,BSBEV,6,00:00.0,00:00.0,00:00.0,3,12.36,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK,6,8,0
10540,3,Aniseed Syrup,QUICK,3,00:00.0,00:00.0,00:00.0,3,1007.64,QUICK-Stop,Taucherstra��e 10,Cunewalde,NULL,1307,Germany,10,60,0
10541,24,Guaran�� Fant��stica,HANAR,2,00:00.0,00:00.0,00:00.0,1,68.65,Hanari Carnes,Rua do Pa̤o 67,Rio de Janeiro,RJ,05454-876,Brazil,4.5,35,0.1
10542,11,Queso Cabrales,KOENE,1,00:00.0,00:00.0,00:00.0,3,10.95,K̦niglich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,21,15,0.05
10543,12,Queso Manchego La Pastora,LILAS,8,00:00.0,00:00.0,00:00.0,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bol�_var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,38,30,0.15
10544,28,R̦ssle Sauerkraut,LONEP,4,00:00.0,00:00.0,00:00.0,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,45.6,7,0
10545,11,Queso Cabrales,LAZYK,8,00:00.0,00:00.0,00:00.0,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA,21,10,0
10546,7,Uncle Bob's Organic Dried Pears,VICTE,1,00:00.0,00:00.0,00:00.0,3,194.72,Victuailles en stock,2 rue du Commerce,Lyon,NULL,69004,France,30,10,0
10547,32,Mascarpone Fabioli,SEVES,3,00:00.0,00:00.0,00:00.0,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK,32,24,0.15
10548,34,Sasquatch Ale,TOMSP,3,00:00.0,00:00.0,00:00.0,2,1.43,Toms Spezialit�_ten,Luisenstr. 48,M�_nster,NULL,44087,Germany,14,10,0.25
10549,31,Gorgonzola Telino,QUICK,5,00:00.0,00:00.0,00:00.0,1,171.24,QUICK-Stop,Taucherstra��e 10,Cunewalde,NULL,1307,Germany,12.5,55,0.15
10550,17,Alice Mutton,GODOS,7,00:00.0,00:00.0,00:00.0,3,4.32,Godos Cocina T�_pica,C/ Romero 33,Sevilla,NULL,41101,Spain,39,8,0.1
10551,16,Pavlova,FURIB,4,00:00.0,00:00.0,00:00.0,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal,17.45,40,0.15
10552,69,Gudbrandsdalsost,HILAA,2,00:00.0,00:00.0,00:00.0,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist�_bal,T��chira,5022,Venezuela,36,18,0
10553,11,Queso Cabrales,WARTH,2,00:00.0,00:00.0,00:00.0,2,149.49,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,21,15,0
10554,16,Pavlova,OTTIK,4,00:00.0,00:00.0,00:00.0,3,120.97,Ottilies K�_seladen,Mehrheimerstr. 369,K̦ln,NULL,50739,Germany,17.45,30,0.05
10555,14,Tofu,SAVEA,6,00:00.0,00:00.0,00:00.0,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,23.25,30,0.2
10556,72,Mozzarella di Giovanni,SIMOB,2,00:00.0,00:00.0,00:00.0,1,9.8,Simons bistro,Vinb�_ltet 34,Kobenhavn,NULL,1734,Denmark,34.8,24,0
10557,64,Wimmers gute Semmelkn̦del,LEHMS,9,00:00.0,00:00.0,00:00.0,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany,33.25,30,0
10558,47,Zaanse koeken,AROUT,1,00:00.0,00:00.0,00:00.0,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,9.5,25,0
10559,41,Jack's New England Clam Chowder,BLONP,6,00:00.0,00:00.0,00:00.0,1,8.05,Blondel p̬re et fils,24 place Kl̩ber,Strasbourg,NULL,67000,France,9.65,12,0.05
10560,30,Nord-Ost Matjeshering,FRANK,8,00:00.0,00:00.0,00:00.0,1,36.65,Frankenversand,Berliner Platz 43,M�_nchen,NULL,80805,Germany,25.89,20,0
10561,44,Gula Malacca,FOLKO,2,00:00.0,00:00.0,00:00.0,2,242.21,Folk och f�_ HB,��kergatan 24,Br�_cke,NULL,S-844 67,Sweden,19.45,10,0
10562,33,Geitost,REGGC,1,00:00.0,00:00.0,00:00.0,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy,2.5,20,0.1
10563,36,Inlagd Sill,RICAR,2,00:00.0,00:00.0,00:00.0,2,60.43,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil,19,25,0
10564,17,Alice Mutton,RATTC,4,00:00.0,00:00.0,00:00.0,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,39,16,0.05
10565,24,Guaran�� Fant��stica,MEREP,8,00:00.0,00:00.0,00:00.0,2,7.15,M̬re Paillarde,43 rue St. Laurent,Montr̩al,Qu̩bec,H1J 1C3,Canada,4.5,25,0.1
10566,11,Queso Cabrales,BLONP,9,00:00.0,00:00.0,00:00.0,1,88.4,Blondel p̬re et fils,24 place Kl̩ber,Strasbourg,NULL,67000,France,21,35,0.15
10567,31,Gorgonzola Telino,HUNGO,1,00:00.0,00:00.0,00:00.0,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland,12.5,60,0.2
10568,10,Ikura,GALED,3,00:00.0,00:00.0,00:00.0,3,6.54,Galer�_a del gastron�_mo,Rambla de Catalu̱a 23,Barcelona,NULL,8022,Spain,31,5,0
10569,31,Gorgonzola Telino,RATTC,5,00:00.0,00:00.0,00:00.0,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,12.5,35,0.2
10570,11,Queso Cabrales,MEREP,3,00:00.0,00:00.0,00:00.0,3,188.99,M̬re Paillarde,43 rue St. Laurent,Montr̩al,Qu̩bec,H1J 1C3,Canada,21,15,0.05
10571,14,Tofu,ERNSH,8,00:00.0,00:00.0,00:00.0,3,26.06,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,23.25,11,0.15
10572,16,Pavlova,BERGS,3,00:00.0,00:00.0,00:00.0,2,116.43,Berglunds snabbk̦p,Berguvsv�_gen  8,Lule̴,NULL,S-958 22,Sweden,17.45,12,0.1
10573,17,Alice Mutton,ANTON,7,00:00.0,00:00.0,00:00.0,3,84.84,Antonio Moreno Taquer�_a,Mataderos  2312,M̩xico D.F.,NULL,5023,Mexico,39,18,0
10574,33,Geitost,TRAIH,4,00:00.0,00:00.0,00:00.0,2,37.6,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,2.5,14,0
10575,59,Raclette Courdavault,MORGK,5,00:00.0,00:00.0,00:00.0,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,NULL,4179,Germany,55,12,0
10576,1,Chai,TORTU,3,00:00.0,00:00.0,00:00.0,3,18.56,Tortuga Restaurante,Avda. Azteca 123,M̩xico D.F.,NULL,5033,Mexico,18,10,0
10577,39,Chartreuse verte,TRAIH,9,00:00.0,00:00.0,00:00.0,2,25.41,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,18,10,0
10578,35,Steeleye Stout,BSBEV,4,00:00.0,00:00.0,00:00.0,3,29.6,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK,18,20,0
10579,15,Genen Shouyu,LETSS,1,00:00.0,00:00.0,00:00.0,2,13.73,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,15.5,10,0
10580,14,Tofu,OTTIK,4,00:00.0,00:00.0,00:00.0,3,75.89,Ottilies K�_seladen,Mehrheimerstr. 369,K̦ln,NULL,50739,Germany,23.25,15,0.05
10581,75,Rh̦nbr�_u Klosterbier,FAMIA,3,00:00.0,00:00.0,00:00.0,1,3.01,Familia Arquibaldo,Rua Or�_s 92,Sao Paulo,SP,05442-030,Brazil,7.75,50,0.2
10582,57,Ravioli Angelo,BLAUS,3,00:00.0,00:00.0,00:00.0,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany,19.5,4,0
10583,29,Th�_ringer Rostbratwurst,WARTH,2,00:00.0,00:00.0,00:00.0,2,7.28,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,123.79,10,0
10584,31,Gorgonzola Telino,BLONP,4,00:00.0,00:00.0,00:00.0,1,59.14,Blondel p̬re et fils,24 place Kl̩ber,Strasbourg,NULL,67000,France,12.5,50,0.05
10585,47,Zaanse koeken,WELLI,7,00:00.0,00:00.0,00:00.0,1,13.41,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil,9.5,15,0
10586,52,Filo Mix,REGGC,9,00:00.0,00:00.0,00:00.0,1,0.48,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy,7,4,0.15
10587,26,Gumb�_r Gummib�_rchen,QUEDE,1,00:00.0,00:00.0,00:00.0,1,62.52,Que Del�_cia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil,31.23,6,0
10588,18,Carnarvon Tigers,QUICK,2,00:00.0,00:00.0,00:00.0,3,194.67,QUICK-Stop,Taucherstra��e 10,Cunewalde,NULL,1307,Germany,62.5,40,0.2
10589,35,Steeleye Stout,GREAL,8,00:00.0,00:00.0,00:00.0,2,4.42,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,18,4,0
10590,1,Chai,MEREP,4,00:00.0,00:00.0,00:00.0,3,44.77,M̬re Paillarde,43 rue St. Laurent,Montr̩al,Qu̩bec,H1J 1C3,Canada,18,20,0
10591,3,Aniseed Syrup,VAFFE,1,00:00.0,00:00.0,00:00.0,1,55.92,Vaffeljernet,Smagsloget 45,��rhus,NULL,8200,Denmark,10,14,0
10592,15,Genen Shouyu,LEHMS,3,00:00.0,00:00.0,00:00.0,1,32.1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany,15.5,25,0.05
10593,20,Sir Rodney's Marmalade,LEHMS,7,00:00.0,00:00.0,00:00.0,2,174.2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany,81,21,0.2
10594,52,Filo Mix,OLDWO,3,00:00.0,00:00.0,00:00.0,2,5.24,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,7,24,0
10595,35,Steeleye Stout,ERNSH,2,00:00.0,00:00.0,00:00.0,1,96.78,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,18,30,0.25
10596,56,Gnocchi di nonna Alice,WHITC,8,00:00.0,00:00.0,00:00.0,1,16.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,38,5,0.2
10597,24,Guaran�� Fant��stica,PICCO,7,00:00.0,00:00.0,00:00.0,3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria,4.5,35,0.2
10598,27,Schoggi Schokolade,RATTC,1,00:00.0,00:00.0,00:00.0,3,44.42,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,43.9,50,0
10599,62,Tarte au sucre,BSBEV,6,00:00.0,00:00.0,00:00.0,3,29.98,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK,49.3,10,0
10600,54,Tourti̬re,HUNGC,4,00:00.0,00:00.0,00:00.0,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,7.45,4,0
10601,13,Konbu,HILAA,7,00:00.0,00:00.0,00:00.0,1,58.3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist�_bal,T��chira,5022,Venezuela,6,60,0
10602,77,Original Frankfurter gr�_ne So��e,VAFFE,8,00:00.0,00:00.0,00:00.0,2,2.92,Vaffeljernet,Smagsloget 45,��rhus,NULL,8200,Denmark,13,5,0.25
10603,22,Gustaf's Kn�_ckebr̦d,SAVEA,8,00:00.0,00:00.0,00:00.0,2,48.77,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,21,48,0
10604,48,Chocolade,FURIB,1,00:00.0,00:00.0,00:00.0,1,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal,12.75,6,0.1
10605,16,Pavlova,MEREP,1,00:00.0,00:00.0,00:00.0,2,379.13,M̬re Paillarde,43 rue St. Laurent,Montr̩al,Qu̩bec,H1J 1C3,Canada,17.45,30,0.05
10606,4,Chef Anton's Cajun Seasoning,TRADH,4,00:00.0,00:00.0,00:00.0,3,79.4,Tradi̤ao Hipermercados,Av. In̻s de Castro 414,Sao Paulo,SP,05634-030,Brazil,22,20,0.2
10607,7,Uncle Bob's Organic Dried Pears,SAVEA,5,00:00.0,00:00.0,00:00.0,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,30,45,0
10608,56,Gnocchi di nonna Alice,TOMSP,4,00:00.0,00:00.0,00:00.0,2,27.79,Toms Spezialit�_ten,Luisenstr. 48,M�_nster,NULL,44087,Germany,38,28,0
10609,1,Chai,DUMON,7,00:00.0,00:00.0,00:00.0,2,1.85,Du monde entier,67 rue des Cinquante Otages,Nantes,NULL,44000,France,18,3,0
10610,36,Inlagd Sill,LAMAI,8,00:00.0,00:00.0,00:00.0,1,26.78,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France,19,21,0.25
10611,1,Chai,WOLZA,6,00:00.0,00:00.0,00:00.0,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,NULL,01-012,Poland,18,6,0
10612,10,Ikura,SAVEA,1,00:00.0,00:00.0,00:00.0,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,31,70,0
10613,13,Konbu,HILAA,4,00:00.0,00:00.0,00:00.0,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist�_bal,T��chira,5022,Venezuela,6,8,0.1
10614,11,Queso Cabrales,BLAUS,8,00:00.0,00:00.0,00:00.0,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany,21,14,0
10615,55,P̢t̩ chinois,WILMK,2,00:00.0,00:00.0,00:00.0,3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,NULL,21240,Finland,24,5,0
10616,38,C̫te de Blaye,GREAL,1,00:00.0,00:00.0,00:00.0,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,263.5,15,0.05
10617,59,Raclette Courdavault,GREAL,4,00:00.0,00:00.0,00:00.0,2,18.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,55,30,0.15
10618,6,Grandma's Boysenberry Spread,MEREP,1,00:00.0,00:00.0,00:00.0,1,154.68,M̬re Paillarde,43 rue St. Laurent,Montr̩al,Qu̩bec,H1J 1C3,Canada,25,70,0
10619,21,Sir Rodney's Scones,MEREP,3,00:00.0,00:00.0,00:00.0,3,91.05,M̬re Paillarde,43 rue St. Laurent,Montr̩al,Qu̩bec,H1J 1C3,Canada,10,42,0
10620,24,Guaran�� Fant��stica,LAUGB,2,00:00.0,00:00.0,00:00.0,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,4.5,5,0
10621,19,Teatime Chocolate Biscuits,ISLAT,4,00:00.0,00:00.0,00:00.0,2,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,9.2,5,0
10622,2,Chang,RICAR,4,00:00.0,00:00.0,00:00.0,3,50.97,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil,19,20,0
10623,14,Tofu,FRANK,8,00:00.0,00:00.0,00:00.0,2,97.18,Frankenversand,Berliner Platz 43,M�_nchen,NULL,80805,Germany,23.25,21,0
10624,28,R̦ssle Sauerkraut,THECR,4,00:00.0,00:00.0,00:00.0,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,45.6,10,0
10625,14,Tofu,ANATR,3,00:00.0,00:00.0,00:00.0,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constituci�_n 2222,M̩xico D.F.,NULL,5021,Mexico,23.25,3,0
10626,53,Perth Pasties,BERGS,1,00:00.0,00:00.0,00:00.0,2,138.69,Berglunds snabbk̦p,Berguvsv�_gen  8,Lule̴,NULL,S-958 22,Sweden,32.8,12,0
10627,62,Tarte au sucre,SAVEA,8,00:00.0,00:00.0,00:00.0,3,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,49.3,15,0
10628,1,Chai,BLONP,4,00:00.0,00:00.0,00:00.0,3,30.36,Blondel p̬re et fils,24 place Kl̩ber,Strasbourg,NULL,67000,France,18,25,0
10629,29,Th�_ringer Rostbratwurst,GODOS,4,00:00.0,00:00.0,00:00.0,3,85.46,Godos Cocina T�_pica,C/ Romero 33,Sevilla,NULL,41101,Spain,123.79,20,0
10630,55,P̢t̩ chinois,KOENE,1,00:00.0,00:00.0,00:00.0,2,32.35,K̦niglich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,24,12,0.05
10631,75,Rh̦nbr�_u Klosterbier,LAMAI,8,00:00.0,00:00.0,00:00.0,1,0.87,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France,7.75,8,0.1
10632,2,Chang,WANDK,8,00:00.0,00:00.0,00:00.0,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany,19,30,0.05
10633,12,Queso Manchego La Pastora,ERNSH,7,00:00.0,00:00.0,00:00.0,3,477.9,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,38,36,0.15
10634,7,Uncle Bob's Organic Dried Pears,FOLIG,4,00:00.0,00:00.0,00:00.0,3,487.38,Folies gourmandes,184 chauss̩e de Tournai,Lille,NULL,59000,France,30,35,0
10635,4,Chef Anton's Cajun Seasoning,MAGAA,8,00:00.0,00:00.0,00:00.0,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy,22,10,0.1
10636,4,Chef Anton's Cajun Seasoning,WARTH,4,00:00.0,00:00.0,00:00.0,1,1.15,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,22,25,0
10637,11,Queso Cabrales,QUEEN,6,00:00.0,00:00.0,00:00.0,1,201.29,Queen Cozinha,Alameda dos Can��rios 891,Sao Paulo,SP,05487-020,Brazil,21,10,0
10638,45,Rogede sild,LINOD,3,00:00.0,00:00.0,00:00.0,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,9.5,20,0
10639,18,Carnarvon Tigers,SANTG,7,00:00.0,00:00.0,00:00.0,3,38.64,Sant̩ Gourmet,Erling Skakkes gate 78,Stavern,NULL,4110,Norway,62.5,8,0
10640,69,Gudbrandsdalsost,WANDK,4,00:00.0,00:00.0,00:00.0,1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany,36,20,0.25
10641,2,Chang,HILAA,4,00:00.0,00:00.0,00:00.0,2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist�_bal,T��chira,5022,Venezuela,19,50,0
10642,21,Sir Rodney's Scones,SIMOB,7,00:00.0,00:00.0,00:00.0,3,41.89,Simons bistro,Vinb�_ltet 34,Kobenhavn,NULL,1734,Denmark,10,30,0.2
10643,28,R̦ssle Sauerkraut,ALFKI,6,00:00.0,00:00.0,00:00.0,1,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,NULL,12209,Germany,45.6,15,0.25
10644,18,Carnarvon Tigers,WELLI,3,00:00.0,00:00.0,00:00.0,2,0.14,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil,62.5,4,0.1
10645,18,Carnarvon Tigers,HANAR,4,00:00.0,00:00.0,00:00.0,1,12.41,Hanari Carnes,Rua do Pa̤o 67,Rio de Janeiro,RJ,05454-876,Brazil,62.5,20,0
10646,1,Chai,HUNGO,9,00:00.0,00:00.0,00:00.0,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland,18,15,0.25
10647,19,Teatime Chocolate Biscuits,QUEDE,4,00:00.0,00:00.0,00:00.0,2,45.54,Que Del�_cia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil,9.2,30,0
10648,22,Gustaf's Kn�_ckebr̦d,RICAR,5,00:00.0,00:00.0,00:00.0,2,14.25,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil,21,15,0
10649,28,R̦ssle Sauerkraut,MAISD,5,00:00.0,00:00.0,00:00.0,3,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,NULL,B-1180,Belgium,45.6,20,0
10650,30,Nord-Ost Matjeshering,FAMIA,5,00:00.0,00:00.0,00:00.0,3,176.81,Familia Arquibaldo,Rua Or�_s 92,Sao Paulo,SP,05442-030,Brazil,25.89,30,0
10651,19,Teatime Chocolate Biscuits,WANDK,8,00:00.0,00:00.0,00:00.0,2,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany,9.2,12,0.25
10652,30,Nord-Ost Matjeshering,GOURL,4,00:00.0,00:00.0,00:00.0,2,7.14,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil,25.89,2,0.25
10653,16,Pavlova,FRANK,1,00:00.0,00:00.0,00:00.0,1,93.25,Frankenversand,Berliner Platz 43,M�_nchen,NULL,80805,Germany,17.45,30,0.1
10654,4,Chef Anton's Cajun Seasoning,BERGS,5,00:00.0,00:00.0,00:00.0,1,55.26,Berglunds snabbk̦p,Berguvsv�_gen  8,Lule̴,NULL,S-958 22,Sweden,22,12,0.1
10655,41,Jack's New England Clam Chowder,REGGC,1,00:00.0,00:00.0,00:00.0,2,4.41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy,9.65,20,0.2
10656,14,Tofu,GREAL,6,00:00.0,00:00.0,00:00.0,1,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,23.25,3,0.1
10657,15,Genen Shouyu,SAVEA,2,00:00.0,00:00.0,00:00.0,2,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,15.5,50,0
10658,21,Sir Rodney's Scones,QUICK,4,00:00.0,00:00.0,00:00.0,1,364.15,QUICK-Stop,Taucherstra��e 10,Cunewalde,NULL,1307,Germany,10,60,0
10659,31,Gorgonzola Telino,QUEEN,7,00:00.0,00:00.0,00:00.0,2,105.81,Queen Cozinha,Alameda dos Can��rios 891,Sao Paulo,SP,05487-020,Brazil,12.5,20,0.05
10660,20,Sir Rodney's Marmalade,HUNGC,8,00:00.0,00:00.0,00:00.0,1,111.29,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,81,21,0
10661,39,Chartreuse verte,HUNGO,7,00:00.0,00:00.0,00:00.0,3,17.55,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland,18,3,0.2
10662,68,Scottish Longbreads,LONEP,3,00:00.0,00:00.0,00:00.0,2,1.28,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,12.5,10,0
10663,40,Boston Crab Meat,BONAP,2,00:00.0,00:00.0,00:00.0,2,113.15,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France,18.4,30,0.05
10664,10,Ikura,FURIB,1,00:00.0,00:00.0,00:00.0,3,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal,31,24,0.15
10665,51,Manjimup Dried Apples,LONEP,1,00:00.0,00:00.0,00:00.0,2,26.31,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,53,20,0
10666,29,Th�_ringer Rostbratwurst,RICSU,7,00:00.0,00:00.0,00:00.0,2,232.42,Richter Supermarkt,Starenweg 5,Gen̬ve,NULL,1204,Switzerland,123.79,36,0
10667,69,Gudbrandsdalsost,ERNSH,7,00:00.0,00:00.0,00:00.0,1,78.09,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,36,45,0.2
10668,31,Gorgonzola Telino,WANDK,1,00:00.0,00:00.0,00:00.0,2,47.22,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany,12.5,8,0.1
10669,36,Inlagd Sill,SIMOB,2,00:00.0,00:00.0,00:00.0,1,24.39,Simons bistro,Vinb�_ltet 34,Kobenhavn,NULL,1734,Denmark,19,30,0
10670,23,Tunnbr̦d,FRANK,4,00:00.0,00:00.0,00:00.0,1,203.48,Frankenversand,Berliner Platz 43,M�_nchen,NULL,80805,Germany,9,32,0
10671,16,Pavlova,FRANR,1,00:00.0,00:00.0,00:00.0,1,30.34,France restauration,54 rue Royale,Nantes,NULL,44000,France,17.45,10,0
10672,38,C̫te de Blaye,BERGS,9,00:00.0,00:00.0,00:00.0,2,95.75,Berglunds snabbk̦p,Berguvsv�_gen  8,Lule̴,NULL,S-958 22,Sweden,263.5,15,0.1
10673,16,Pavlova,WILMK,2,00:00.0,00:00.0,00:00.0,1,22.76,Wilman Kala,Keskuskatu 45,Helsinki,NULL,21240,Finland,17.45,3,0
10674,23,Tunnbr̦d,ISLAT,4,00:00.0,00:00.0,00:00.0,2,0.9,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,9,5,0
10675,14,Tofu,FRANK,5,00:00.0,00:00.0,00:00.0,2,31.85,Frankenversand,Berliner Platz 43,M�_nchen,NULL,80805,Germany,23.25,30,0
10676,10,Ikura,TORTU,2,00:00.0,00:00.0,00:00.0,2,2.01,Tortuga Restaurante,Avda. Azteca 123,M̩xico D.F.,NULL,5033,Mexico,31,2,0
10677,26,Gumb�_r Gummib�_rchen,ANTON,1,00:00.0,00:00.0,00:00.0,3,4.03,Antonio Moreno Taquer�_a,Mataderos  2312,M̩xico D.F.,NULL,5023,Mexico,31.23,30,0.15
10678,12,Queso Manchego La Pastora,SAVEA,7,00:00.0,00:00.0,00:00.0,3,388.98,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,38,100,0
10679,59,Raclette Courdavault,BLONP,8,00:00.0,00:00.0,00:00.0,3,27.94,Blondel p̬re et fils,24 place Kl̩ber,Strasbourg,NULL,67000,France,55,12,0
